DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_CRITEO_PROSPECTING,AD_COST_USD_CRITEO_REMARKETING,AD_COST_USD_EMAIL,AD_COST_USD_FACEBOOK_ASC,AD_COST_USD_FACEBOOK_PROSP,AD_COST_USD_FACEBOOK_REMARKETING,AD_COST_USD_FACEBOOK_RETENTION,AD_COST_USD_GOOGLE_REMARKETING,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_PMAX,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_CRITEO_PROSPECTING,AD_IMPRESSIONS_CRITEO_REMARKETING,EMAIL_OPEN,AD_IMPRESSIONS_FACEBOOK_ASC,AD_IMPRESSIONS_FACEBOOK_PROSP,AD_CLICKS_FACEBOOK_REMARKETING,AD_CLICKS_FACEBOOK_RETENTION,AD_CLICKS_GOOGLE_REMARKETING,AD_CLICKS_SEARCH_BRAND,AD_IMPRESSIONS_SEARCH_NON_BRAND,AD_IMPRESSIONS_SEARCH_PMAX,AD_IMPRESSIONS_SEARCH_SHOPPING,SESSIONS_ORGANIC
2024-03-18,US,511616,1256,4242,1654,1032,1330,509,0,0,0,14550,46576,2116,41900,400784,1036576,467637,64958,117512,183,0,0,1700,106708,87242,1181628,5566
2024-03-19,US,647761,556,3644,1506,640,1304,0,0,0,0,13810,48730,1223,57412,181332,935444,480098,41866,126022,0,0,0,1804,106210,48879,1444300,6146
2024-03-20,US,681759,1156,3748,1358,1288,1286,0,0,0,0,14628,47990,2718,49836,353478,902896,489511,81476,108680,0,0,0,1984,100820,104254,1309402,5896
2024-03-21,US,648606,1238,4158,1824,1286,1354,0,240,0,0,13294,47234,1454,48118,375462,1021470,483631,84066,98950,0,114,0,1834,100660,46711,1294730,5684
2024-03-22,US,607973,1156,3758,1474,1260,1226,0,0,0,0,11858,41846,0,34258,344498,844794,465318,97658,124110,0,0,0,1590,93016,0,1048262,4734
2024-03-23,US,124415,620,1417,456,1256,617,679,0,0,0,3100,23832,1357,21000,158549,265592,279317,104658,73197,626,0,0,682,70754,51998,807786,2712
2024-03-24,US,93730,638,2834,360,1374,684,738,0,0,0,3358,21170,2648,18630,155381,475954,265704,140112,76726,642,0,0,658,70896,99930,734466,2874
2024-03-25,US,641913,635,4214,1654,5,8,0,0,0,0,13390,44782,949,38556,166436,1038870,501170,498,696,0,0,0,1766,113812,32539,1012180,5194
2024-03-26,US,607582,375,4204,1506,0,0,0,0,0,0,13956,49536,1065,36170,119646,1177548,471698,0,0,0,0,0,1800,116090,35145,1061982,5782
2024-03-27,US,647130,412,3812,1358,0,0,0,0,0,0,13046,45700,1089,37436,296521,998358,473072,0,0,0,0,0,1566,108994,45908,1122704,5810
2024-03-28,US,548666,0,3500,1824,0,0,0,0,0,0,11624,43664,1986,33632,0,862796,481356,0,0,0,0,0,1498,98558,79774,1074810,5760
2024-03-29,US,406270,420,3282,1474,0,0,0,0,0,0,8870,29024,872,21218,267972,697840,450574,0,0,0,0,0,1090,71838,33741,741792,4476
2024-03-30,US,83975,343,1220,456,0,0,0,0,0,0,2604,15776,0,14802,214662,242500,278188,0,0,0,0,0,572,59492,0,598062,2522
2024-03-31,US,63875,0,1790,360,0,0,0,0,0,0,2118,13408,0,13806,0,397202,109672,0,0,0,0,0,470,54464,0,569938,3156
2024-04-01,US,519308,0,4270,1356,0,0,0,0,0,0,10906,41258,1164,34120,0,1135738,467632,0,0,0,0,0,1332,112208,35409,973454,6330
2024-04-02,US,584096,1250,3486,1872,0,0,0,0,0,0,12398,47480,2050,44408,550500,856028,490123,0,0,0,0,0,1564,115948,75062,1106230,5134
2024-04-03,US,575749,0,3332,1330,0,0,0,0,0,0,11842,51158,2234,44112,0,763296,498287,0,0,0,0,0,1514,119522,88944,1196974,5142
2024-04-04,US,575710,1264,1597,1882,0,0,0,0,0,0,11062,51180,2160,39764,481716,347007,472633,0,0,0,0,0,1476,127310,85626,1162494,5242
2024-04-05,US,503475,1232,3136,1174,1598,790,0,0,0,0,10102,41048,940,28404,475964,656368,464105,137804,68181,0,0,0,1402,112808,45359,1017714,4544
2024-04-06,US,107734,439,2490,424,1592,1580,851,0,0,0,2992,22988,1912,21180,203693,457398,125924,152366,168152,507,0,0,640,79162,85800,941578,2382
2024-04-07,US,76106,410,1327,362,1372,685,1476,0,0,0,2674,20926,2152,20074,175933,218389,90800,145180,72117,930,0,0,606,81046,83378,836708,2494
2024-04-08,US,482097,1248,4222,1356,1340,666,718,0,0,0,12074,41268,2248,30976,472560,1010826,444157,162122,68456,212,0,0,1542,117106,109100,1039964,5000
2024-04-09,US,618684,316,4178,1872,1294,0,697,0,0,0,12800,55140,2242,44844,137427,999976,467740,111278,0,179,0,0,1756,140124,97830,1358602,5568
2024-04-10,US,696982,152,4220,1330,639,1280,688,0,0,0,14848,55818,2228,40222,38126,885994,454996,26684,76108,142,0,0,1836,132584,84834,1327476,5602
2024-04-11,US,627031,876,4250,1882,634,1268,0,0,0,0,12836,57528,1966,32742,189284,850574,450109,21144,59562,0,0,0,1678,137230,90540,1121414,5454
2024-04-12,US,602500,1178,3914,1174,1278,637,683,252,0,0,12948,46142,1009,27326,310232,741542,424169,46634,29752,148,79,0,1600,119590,43336,938326,4360
2023-10-15,US,111115,1304,2316,354,0,0,0,0,0,0,3328,22214,20630,19072,331630,390196,247932,0,0,0,0,0,802,680076,736880,772004,3262
2023-10-16,US,751061,2736,4644,1190,0,0,0,0,0,0,14532,52916,23576,29086,712236,1082668,518660,0,0,0,0,0,2058,1168166,702098,843042,5730
2023-10-17,US,812069,2000,3634,1268,0,0,0,0,0,0,16228,48146,29052,33330,548198,884594,525871,0,0,0,0,0,2108,581432,800484,925598,6276
2023-10-18,US,925113,2168,2160,1356,0,0,0,0,0,0,13866,55992,26820,32274,592826,492244,543818,0,0,0,0,0,1972,603626,866598,917626,6582
2023-10-19,US,732500,1968,4324,2046,0,0,0,0,0,0,11288,44892,29164,29166,553554,953894,535905,0,0,0,0,0,1854,538736,1039214,841286,6192
2023-10-20,US,625741,1928,4128,1954,0,0,0,0,0,0,10224,39386,28406,27006,508286,903896,331847,0,0,0,0,0,1530,425310,1245228,819520,5124
2023-10-21,US,117868,341,2662,468,0,0,0,0,0,0,2610,23452,20032,14206,89230,509592,86660,0,0,0,0,0,754,305170,968942,647606,3046
2023-10-22,US,91933,268,2976,354,0,0,0,0,0,0,2122,23230,20722,15184,64216,526686,67613,0,0,0,0,0,678,296108,1118518,649576,3032
2023-10-23,US,697681,1676,5338,1190,0,0,0,0,0,0,10892,41230,52824,32052,496636,1216800,481085,0,0,0,0,0,1788,301110,3754008,972312,6130
2023-10-24,US,915837,2170,5004,1268,0,0,0,0,0,0,12520,49090,39938,40094,674968,1041790,523606,0,0,0,0,0,1942,276686,3304556,1126386,6218
2023-10-25,US,910040,2234,5594,1356,0,0,0,0,0,0,11974,49492,27096,37664,671914,1030786,528253,0,0,0,0,0,1896,293296,923984,1062292,6306
2023-10-26,US,813883,2342,5088,2046,0,0,0,0,0,0,11042,39366,32672,37506,696496,931754,529048,0,0,0,0,0,1836,465106,1082772,1082612,6428
2023-10-27,US,666699,2056,4772,1954,0,0,0,0,0,0,8676,31208,36956,28060,634242,783210,505565,0,0,0,0,0,1466,399640,2168438,925842,4992
2023-10-28,US,110213,1074,1782,468,0,0,0,0,0,0,1680,20102,26758,15858,301460,217102,116621,62,0,0,0,0,556,317192,1214612,698000,2912
2023-10-29,US,108634,595,3910,354,0,0,0,0,0,0,1816,19816,31126,18550,160312,497444,267340,0,0,0,0,0,558,400472,1424420,723222,3124
2023-10-30,US,705584,3092,5720,1190,0,0,0,0,0,0,10240,37850,29148,22094,919028,1042930,519573,0,0,0,0,0,1594,532758,1336232,623298,5850
2023-10-31,US,762319,3108,5618,726,0,0,0,0,0,0,8232,33270,38116,34628,897182,1045058,516504,0,0,0,0,0,1516,469152,1262196,992382,5808
2023-11-01,US,749177,3362,6130,1518,0,0,0,0,0,0,9050,49820,43778,43166,927338,1012978,538308,0,0,0,0,0,1922,790558,1441892,1318086,5932
2023-11-02,US,746551,3554,6594,1746,0,0,0,0,0,0,8768,53510,50616,44110,992578,935390,528255,0,0,0,0,0,2358,1369062,1848040,1702042,6144
2023-11-03,US,536065,2666,6268,1322,0,0,0,0,0,0,11224,41102,46960,40878,734766,776022,485463,0,0,0,0,0,2690,1257526,1791192,1186156,5242
2023-11-04,US,107980,1952,3542,654,0,0,0,0,0,0,6632,27994,45202,24868,453896,331250,121062,0,0,0,0,0,1870,829716,2126120,1267820,3098
2023-11-05,US,88905,1782,3078,470,0,0,0,0,0,0,9460,38690,41238,22382,400470,321488,83704,0,0,0,0,0,2006,1160094,1983262,1096214,3400
2023-11-06,US,690341,4258,5288,1386,0,0,0,0,0,0,18104,61992,53700,37898,1170272,769420,492761,0,0,0,0,0,2986,1646924,2177062,1584728,5430
2023-11-07,US,756655,3770,5938,1432,0,0,0,0,0,0,22702,61468,56490,41792,1060130,854840,527074,0,0,0,0,0,3570,1162966,2276334,1666468,6032
2023-11-08,US,826502,3250,6504,1518,0,0,0,0,0,0,33014,68756,51074,42628,920248,1009458,520168,0,0,0,0,0,4692,2030342,2260878,1508866,6174
2023-11-09,US,774076,3282,6586,1746,0,0,0,0,0,0,31092,71540,49246,38974,850424,917532,507013,0,0,0,0,0,4424,2411244,2020502,1224008,6020
2023-11-10,US,685081,1329,5578,1322,0,0,0,0,0,0,28868,71794,44654,36300,296693,738278,496535,0,0,0,0,0,4356,2226660,1591354,1138066,4962
2023-11-11,US,141050,586,4502,654,0,0,0,0,0,0,21422,54106,40354,24824,122892,494844,125664,0,0,0,0,0,3806,1558886,1834920,1156824,2984
2023-11-12,US,98263,510,3622,470,215,0,0,0,0,0,21210,50738,43624,24112,105191,437130,84232,9817,0,0,0,0,3986,1615920,1682038,1031004,3288
2023-11-13,US,724788,2880,3072,1386,0,0,0,0,0,0,27674,68700,69854,52474,675694,540653,479794,0,0,0,0,0,3744,2612742,2078092,1494742,6108
2023-11-14,US,724262,2916,6330,1432,0,0,0,0,0,0,20096,64932,77500,54512,716856,1083466,513730,0,0,0,0,0,2396,1739154,2270388,1608292,6358
2023-11-15,US,756081,1587,6320,1518,0,0,0,0,0,0,18880,67104,80808,51810,400426,1033650,519742,0,0,0,0,0,2306,1761368,2259074,1642014,6410
2023-11-16,US,575101,3652,3586,1746,0,0,0,0,0,0,21018,52014,81686,47810,870446,562941,526317,0,0,0,0,0,2246,1343354,2249004,1636190,6272
2023-11-17,US,754626,3266,7392,1322,0,0,0,0,0,0,18092,51690,63912,35928,743468,1121256,521521,0,0,0,0,0,1882,1900478,1861284,1377634,5206
2023-11-18,US,150436,1438,5610,654,0,0,0,0,0,0,7084,25080,43222,22956,307436,654526,312196,0,0,0,0,0,946,475384,1558104,1082758,3330
2023-11-19,US,102205,776,5118,470,0,0,0,0,0,0,5908,22340,42216,24794,178888,572028,292933,0,0,0,0,0,928,455878,1482492,1077724,3306
2024-06-24,US,429508,571,3308,1386,0,1744,205,0,0,0,10430,39272,1962,17032,158756,536814,419065,0,116882,186,0,0,1170,103358,140152,429360,3650
2024-06-25,US,477836,472,3016,1476,0,1780,196,0,0,0,8242,41438,2448,18872,120289,529224,398011,0,110966,166,0,0,1090,92394,169538,608478,3974
2024-06-26,US,519830,980,3124,1332,0,1798,198,0,0,0,7986,37588,0,16858,240676,522392,395702,0,107276,152,0,0,1198,83760,0,521122,3902
2024-06-27,US,403955,336,2948,2850,11,1708,197,0,0,0,7386,33398,2092,10224,77918,490840,352577,342,106924,126,0,0,1072,67458,136448,290106,3704
2024-06-28,US,333045,1250,672,1276,0,1678,0,0,0,0,6006,29586,1994,8788,315272,65938,364248,0,95192,0,0,0,884,62080,125676,304632,3410
2024-06-29,US,66607,257,0,378,0,1540,0,0,0,0,2124,16578,957,7488,55800,0,78749,0,92962,0,0,0,462,50162,43306,313244,1836
2024-06-30,US,45754,400,0,350,0,156,211,0,0,0,2186,15148,744,7786,94516,0,183365,0,8138,432,0,0,406,55686,49837,316864,2070
2024-07-01,US,374951,337,3160,2354,773,260,90,0,0,0,8120,35666,2354,8996,103675,607890,364497,45381,21635,76,0,0,958,80760,99350,305350,3924
2024-07-02,US,410229,541,2794,2722,2512,920,0,0,0,0,8846,38358,1031,16644,157883,652182,353270,126748,70530,0,0,0,1136,77092,56245,443672,4006
2024-07-03,US,252240,432,2396,1878,2374,886,0,0,0,0,7342,34284,2424,15474,110212,505232,339234,139966,57716,0,0,0,950,72218,132156,514300,3332
2024-07-04,US,78243,0,1426,2576,2330,419,0,0,0,0,2730,14608,0,9576,0,198922,181808,136774,28174,0,0,0,458,51360,0,369844,2234
2024-07-05,US,210494,0,1181,1888,2332,790,0,0,0,0,4226,24982,1040,13594,0,209621,310213,145106,50266,0,0,0,684,62720,53707,438182,2840
2024-07-06,US,59842,284,2054,634,1250,888,0,0,0,0,2832,15452,1050,12064,84660,326348,71807,68485,58848,0,0,0,426,56924,58398,442124,1694
2024-07-07,US,39718,0,2056,564,2612,484,0,0,0,0,4056,18220,1000,13662,0,292270,51648,134538,30680,0,0,0,492,59824,47224,526166,1934
2024-07-08,US,374541,630,3364,2354,2524,433,0,0,0,0,12244,39354,2108,29306,226843,621174,343626,148400,27517,0,0,0,1266,88890,98678,834942,3932
2024-07-09,US,454988,540,3276,2722,2446,1038,0,0,0,0,10356,49828,975,37218,168212,694182,344344,143514,80658,0,0,0,1206,101194,41344,1004794,4400
2024-07-10,US,465292,0,2944,1878,2462,1162,0,0,0,0,10056,45382,2000,35664,0,468080,351069,143660,106930,0,0,0,1164,101822,87082,1079456,4152
2024-07-11,US,463512,202,1491,4130,1175,1152,0,0,0,0,10772,46278,969,33484,45174,266326,234204,68418,98958,0,0,0,1294,95942,49360,1078850,3926
2024-07-12,US,409943,0,3062,1888,2568,1960,0,0,0,0,9896,33128,0,29314,0,522664,299129,133014,150658,0,0,0,1096,79964,0,1016594,3608
2024-07-13,US,69098,0,2120,634,2842,2644,0,0,0,0,4294,14790,1980,19272,0,250166,67402,138976,194302,0,0,0,434,63354,84884,805784,2024
2024-07-14,US,54334,0,1195,564,1447,2606,0,0,0,0,1901,15192,1116,23036,0,172155,44227,77729,209936,0,0,0,201,59772,53982,825568,2166
2024-07-15,US,489073,626,1628,2354,2836,2578,0,0,0,0,12758,35570,2164,31696,150171,352999,319484,154326,201882,0,0,0,1226,94150,104174,1064694,4242
2024-07-16,US,550115,579,2530,2722,1401,1267,0,0,0,0,11694,39506,831,33314,124544,621440,367629,63863,88513,0,0,0,1422,108424,38388,1390736,4964
2024-07-17,US,576203,624,2744,1878,2376,3252,0,0,0,0,10896,38232,0,30242,122604,517890,346525,96626,189396,0,0,0,1244,90012,0,876966,4364
2024-07-18,US,556256,1018,3138,4130,2168,4572,0,0,0,0,12842,39104,1952,32346,192836,541108,320682,117484,293124,0,0,0,1452,95008,83382,989316,4390
2024-07-19,US,352450,1098,1449,1888,2132,4516,0,0,0,0,8032,32966,1664,26824,231820,267008,326221,112524,318994,0,0,0,1098,91994,89414,969836,3360
2024-07-20,US,106076,600,2068,634,2194,4622,0,0,0,0,3278,17448,1052,23058,120898,263394,76079,97754,306616,0,0,0,576,79522,57665,1022062,1912
2024-07-21,US,61500,0,2004,564,0,4998,0,0,0,0,2824,15966,1047,23732,0,238390,46563,0,355604,0,0,0,500,76176,56984,1064832,2114
2024-07-22,US,480532,625,1650,2354,2164,4746,0,0,0,0,14006,39644,0,42316,122135,324112,203893,99816,336694,0,0,0,1420,106412,0,1484466,4300
2024-07-23,US,646465,490,3154,2722,4,10,0,0,0,0,15264,46288,0,41896,100714,658010,316014,132,352,0,0,0,1708,112154,0,1549438,4448
2024-07-24,US,549600,836,3026,1878,0,0,0,0,0,0,16316,47368,1906,37752,189128,580208,324798,0,0,0,0,0,1678,105950,116318,1411778,4552
2024-07-25,US,587057,624,3204,4130,746,1109,0,0,0,0,14598,44922,912,32994,137424,577342,269381,33170,75712,0,0,0,1516,117130,51275,1138150,4586
2024-07-26,US,459280,918,1778,1888,1094,6174,0,0,0,0,12036,33862,667,24554,220022,382834,215024,40816,411752,0,0,0,1248,94508,37571,844056,3530
2024-07-27,US,99375,658,553,634,2184,6142,0,0,0,0,3464,17328,1118,12628,147338,76941,54525,74462,386948,0,0,0,518,78316,71432,646116,1818
2024-07-28,US,67064,714,1426,564,2464,6636,0,0,0,0,3760,15910,716,13532,170350,175036,39111,80930,427134,0,0,0,502,79812,37846,606468,2016
2024-07-29,US,513438,624,3202,2354,2348,6380,0,0,0,0,13260,39322,2132,28288,166549,759322,300314,79544,456700,0,0,0,1394,115152,118318,925452,4150
2025-03-05,US,752016,0,3746,2312,0,3098,68,0,0,0,13456,43374,816,48350,0,1370638,564309,0,148638,68,0,0,1658,80960,41192,1382306,3652
2025-03-06,US,684704,0,4020,3966,0,3094,136,0,0,0,12028,43830,1004,46222,0,1294864,486225,0,147844,170,0,0,1638,91562,42905,1203608,3822
2025-03-07,US,551494,0,4814,1830,0,3070,68,0,0,0,9446,36658,876,31608,0,1453970,456062,0,161158,48,0,0,1226,87898,36977,1018738,3118
2025-03-08,US,133951,0,1265,804,0,2816,142,0,0,0,3692,23234,1140,22174,0,307640,270837,0,133526,190,0,0,618,62076,55594,729610,1568
2025-03-09,US,78731,0,2688,590,0,2288,73,0,0,0,3998,18662,727,23256,0,638286,101825,0,109582,77,0,0,640,55314,28806,777784,1590
2025-03-10,US,587534,0,6068,1850,0,1906,74,0,0,0,3956,7448,0,3204,0,1746950,453585,0,103812,69,0,0,710,35534,0,363618,3234
2025-03-11,US,628585,0,4050,1860,0,2394,154,0,0,0,11806,46022,0,67298,0,1300192,472513,0,138634,98,0,0,1466,93298,0,1611420,3378
2025-03-12,US,649378,0,4098,2312,0,2248,80,0,0,0,10342,45328,2450,69798,0,1268786,474327,0,127106,76,0,0,1450,94550,68288,1593322,3466
2025-03-13,US,613508,0,3970,3966,0,2168,154,0,0,0,10234,40110,998,56232,0,1198142,469557,0,120326,92,0,0,1422,92120,32780,1513578,3328
2025-03-14,US,518187,0,3426,1830,0,2108,168,0,0,0,8900,31226,992,42172,0,1071016,467527,0,110284,148,0,0,1246,77786,33816,1163556,2744
2025-03-15,US,93618,0,1804,804,0,2050,176,0,0,0,2013,12822,888,20904,0,473590,278411,0,110930,210,0,0,304,43522,39428,769298,1632
2025-03-16,US,72172,0,749,590,0,2322,182,0,0,0,4114,12716,0,20158,0,195806,100600,0,122052,204,0,0,626,42066,0,701002,1558
2025-03-17,US,564388,0,5432,1850,0,2538,188,0,0,0,11634,38778,1138,55196,0,1791836,444631,0,187628,156,0,0,1506,88966,35446,1444688,3304
2025-03-18,US,608248,0,5076,1860,0,1852,90,0,0,0,12276,48710,2626,64472,0,1614558,458919,0,111558,70,0,0,1584,99838,79350,1596802,3658
2025-03-19,US,695369,0,6150,2312,0,1724,178,0,0,0,13124,49970,2072,73338,0,1775136,470366,0,103542,124,0,0,1706,103542,71776,1783772,3614
2025-03-20,US,673724,0,3184,3966,0,1700,88,0,0,0,10156,43912,1224,70748,0,925178,462905,0,100172,90,0,0,1414,103916,34940,1738536,3982
2025-03-21,US,598501,0,4890,1830,0,1664,0,0,0,0,9690,41918,0,53686,0,1344766,443396,0,100352,0,0,0,1324,86004,0,1353546,3326
2025-03-22,US,111224,0,2018,804,0,2448,186,0,0,0,3876,14458,371,21934,0,497086,409974,0,133388,162,0,0,698,45648,14791,682494,1620
2025-03-23,US,87539,0,1996,590,0,2338,94,0,0,0,3940,13346,327,19210,0,490684,127774,0,119790,86,0,0,646,44072,12742,718396,1676
2025-03-24,US,690539,0,6580,1850,0,2242,94,0,0,0,11594,49840,1924,71710,0,1886110,458517,0,127278,90,0,0,1518,108088,58298,1605198,3860
2025-03-25,US,684569,0,6302,1860,0,2252,174,0,0,0,12656,45806,944,69140,0,1792684,444724,0,129526,160,0,0,1542,100820,29812,1724456,3854
2025-03-26,US,628065,0,5608,2312,0,2290,89,0,0,0,10404,48148,2122,89104,0,1601364,442448,0,149338,59,0,0,1498,104354,56818,2087718,3576
2025-03-27,US,580662,0,4590,3966,0,2242,89,0,0,0,10940,45866,2584,71858,0,1316120,445666,0,149252,73,0,0,1462,99324,71488,1773760,3452
2025-03-28,US,547677,0,2101,1830,0,718,188,0,0,0,11026,42016,915,62568,0,576981,437054,0,44456,162,0,0,1324,92026,25213,1674036,3004
2025-03-29,US,117609,0,1910,804,0,1944,178,0,0,0,3788,15420,0,22936,0,476344,253923,0,109570,154,0,0,684,45774,0,864480,1596
2025-03-30,US,64156,0,1626,590,0,2052,0,0,0,0,4346,17152,0,23438,0,447972,253383,0,113310,0,0,0,614,51820,0,871496,1628
2025-03-31,US,620127,0,4864,1850,0,1970,96,0,0,0,13196,56146,2032,59900,0,1586662,464483,0,154606,97,0,0,1528,111260,62120,1428688,3998
2025-04-01,US,672586,0,5528,2256,0,2650,90,0,0,0,13708,47634,2130,65302,0,1571074,375842,0,192874,116,0,0,1718,95156,49270,1562954,3924
2025-04-02,US,660375,0,5086,2730,0,2182,178,0,0,0,11356,46560,825,78658,0,1523044,455312,0,122170,180,0,0,1466,96840,29209,2010508,3908
2025-04-03,US,633383,0,5626,2534,0,2346,96,0,0,0,9300,47820,2012,91628,0,1594070,445709,0,133510,86,0,0,1354,94736,62696,2231820,3566
2025-04-04,US,527225,0,5244,1942,0,1994,95,0,0,0,8294,38974,1636,60514,0,1537830,448588,0,133038,105,0,0,1248,76014,50464,1489674,3038
2025-04-05,US,123385,0,2824,542,0,2366,198,0,0,0,4546,15604,0,23980,0,705508,258049,0,140744,252,0,0,752,43210,0,846184,1370
2025-04-06,US,74997,0,2314,496,0,2924,210,0,0,0,3598,12068,0,24706,0,557788,254079,0,167632,220,0,0,596,38684,0,748014,1576
2025-04-07,US,586827,0,6664,2278,0,2662,104,0,0,0,10356,44900,787,64798,0,1802002,472989,0,185226,100,0,0,1516,97624,22494,1550558,3282
2025-04-08,US,659105,0,2509,2256,0,2874,0,0,0,0,10054,53836,0,71320,0,762655,452375,0,204526,0,0,0,1454,105838,0,1912056,3566
2025-04-09,US,659099,0,4372,2730,0,2774,99,0,0,0,9540,52734,769,77652,0,1203422,448260,0,177566,95,0,0,1382,108886,25607,2096786,3654
2023-11-20,US,654988,1795,10490,1386,0,0,0,0,0,0,17664,40834,61434,44966,449382,1626516,514276,0,0,0,0,0,2044,1202014,1699628,1568726,5896
2023-11-21,US,710029,5348,8182,1432,0,0,0,0,0,0,17406,42942,44382,42188,1273316,1149770,630710,0,0,0,0,0,2038,1305210,1358382,1429266,5836
2023-11-22,US,620758,5862,9198,1518,0,0,0,0,0,0,13756,39286,37790,36342,1345104,1159288,516654,0,0,0,0,0,1546,942346,1219284,1398774,5034
2023-11-23,US,112348,2557,7912,1192,0,0,0,0,0,0,5280,21536,28880,18842,483717,810876,452187,0,0,0,0,0,628,408110,947578,1010706,3166
2023-11-24,US,365297,9348,11206,1322,0,0,0,592,0,0,12164,32274,39348,23474,1467186,1132986,475924,0,0,0,157,0,1238,440528,1235874,921388,4066
2023-11-25,US,194506,8206,10856,654,0,0,1439,0,0,0,6954,25994,46894,22824,1440372,1096456,323198,0,0,694,0,0,880,135360,1344838,845420,3170
2023-11-26,US,127996,8540,13934,470,0,0,1164,0,0,0,6770,26440,70436,31124,1438908,1265852,314841,0,0,624,0,0,936,143510,1935760,1132646,3588
2023-11-27,US,766136,11010,14680,1386,0,0,1598,677,0,0,21188,66820,143572,84632,2049810,1532104,575789,0,0,750,238,0,1964,196614,3160892,1933670,6452
2023-11-28,US,709839,8160,9004,1432,0,0,1286,532,0,0,17258,85662,109824,82350,1691848,1238500,527162,0,0,758,190,0,1880,209928,2894830,2281722,6828
2023-11-29,US,633437,6142,7818,1518,0,0,0,533,0,0,18638,85660,95290,77918,1203504,587342,521266,0,0,0,212,0,1898,216780,3218608,2295946,6828
2023-11-30,US,594548,4714,5080,1746,0,714,0,520,0,0,21826,74844,75574,64378,1168916,978976,520706,0,28188,0,233,0,2158,194626,2516286,2224922,4948
2023-12-01,US,456604,3096,3654,1266,0,0,0,292,0,0,16380,53920,66846,49606,764962,670188,517532,0,0,0,220,0,1744,170550,2562148,1800884,3168
2023-12-02,US,115503,1259,3696,382,0,0,0,0,0,0,8860,26692,56318,25478,283427,405194,308932,0,0,0,0,0,1020,132202,2579938,1204484,1544
2023-12-03,US,69490,1566,3026,476,0,0,0,0,0,0,7180,23834,65656,24944,383934,357978,128179,0,0,0,0,0,984,132550,3101472,1124044,1692
2023-12-04,US,483309,3000,1677,1410,0,0,0,0,0,0,21666,57136,46134,42256,755778,266081,500599,0,0,0,0,0,2060,209628,1928178,1438996,4006
2023-12-05,US,528756,1294,658,1480,0,0,816,0,0,0,19782,54952,45958,49512,329898,197730,504656,0,0,875,0,0,1958,192096,1561666,1644110,3896
2023-12-06,US,541832,2130,1048,1394,0,0,813,201,0,0,18702,56734,52864,42792,571406,305426,501105,0,0,813,59,0,1996,201672,2086956,1522410,3854
2023-12-07,US,504357,2602,924,2682,0,0,0,0,0,0,19144,50912,50684,39318,656802,201265,,0,0,0,0,0,1912,174820,1918594,1294628,3702
2023-12-08,US,380229,3274,3268,1266,0,258,0,0,0,0,14840,37348,37182,27548,744828,663330,489879,0,9850,0,0,0,1422,148336,1423810,912548,3176
2023-12-09,US,97148,1950,1688,382,0,196,0,0,0,0,5002,20828,30690,16414,393234,288055,280932,0,9603,0,0,0,754,120030,1208382,704576,1382
2023-12-10,US,69615,1362,3356,476,0,0,531,0,0,0,4682,20382,36756,16750,276953,541256,129400,0,0,653,0,0,818,125830,1494646,813210,1558
2023-12-11,US,402264,3278,1800,1410,0,0,0,0,0,0,15240,35722,24262,32786,818090,341399,484464,0,0,0,0,0,1756,148856,882524,1123396,3538
2023-12-12,US,413304,2732,3520,1480,416,0,404,0,0,0,14200,37890,16770,31696,658568,699922,483718,22689,0,508,0,0,1774,156482,686676,1122952,3540
2023-12-13,US,384945,3218,3126,1394,0,0,0,0,0,0,13836,34668,22612,32806,730570,558816,467707,0,0,0,0,0,1664,117722,780060,1672158,3464
2023-12-14,US,373618,2944,1460,2682,0,0,0,0,0,0,12694,34728,21476,31026,617444,264522,320128,0,0,0,0,0,1538,129400,861158,1290500,3292
2023-12-15,US,283143,2822,1239,1266,0,196,0,0,0,0,10252,32088,21228,26628,583968,223679,145058,0,9056,0,0,0,1264,128034,836116,1011972,2572
2023-12-16,US,60223,879,1644,382,0,192,394,0,0,0,4298,24202,17952,16206,165901,284390,24221,0,9498,505,0,0,646,106746,797804,882032,1080
2023-12-17,US,38608,1548,782,476,0,0,0,0,0,0,3328,18762,8704,15784,283592,134866,15729,0,0,0,0,0,610,102668,358473,756010,1184
2023-12-18,US,267073,3092,1371,1410,0,0,0,0,0,0,12198,32744,19842,24828,632566,287984,102874,0,0,0,0,0,1478,126102,865316,908682,2630
2023-12-19,US,256341,3174,3210,1480,0,0,0,0,0,0,10918,36664,16804,26606,659654,610180,106015,0,0,0,0,0,1432,128022,752846,932776,2830
2023-12-20,US,272056,2736,2962,1394,0,0,0,0,0,0,9886,34002,14568,20228,587746,488892,103847,0,0,0,0,0,1218,119794,685202,789138,2492
2023-12-21,US,248044,2080,3214,2682,0,0,0,0,0,0,10708,31112,17686,14352,444428,569122,99659,0,0,0,0,0,1238,115026,1018212,670770,2238
2023-12-22,US,186389,1646,1288,1266,0,0,0,0,0,0,7072,21388,9710,12174,343810,234595,58373,0,0,0,0,0,896,96606,530158,609056,1726
