DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_EMAIL,AD_COST_USD_PAID_SOCIAL,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_PAID_DISPLAY,REVENUE_NET_USD_PAID_DISPLAY,REVENUE_NET_USD_EMAIL,REVENUE_NET__USD_PAID_SOCIAL,REVENUE_NET_USD_SEARCH_BRAND,REVENUE_NET_USD_SEARCH_NON_BRAND,REVENUE_NET_USD_SEARCH_SHOPPING
2023-02-01,US,540386,4298,1890,0,15498,48966,73094,1278942,7456,37556,0,32732,24570,22227
2023-02-02,US,573418,4512,1678,0,14798,45186,57146,1396798,2651,45113,0,25897,23053,28997
2023-06-28,US,404667,0,2018,0,0,0,1994,0,852,31606,0,4590,2017,6496
2023-06-29,US,414077,0,1628,0,0,0,1876,0,226,36908,0,4518,4710,3646
2023-06-30,US,302819,0,1138,0,313,4254,5486,0,844,29308,0,1633,3276,6744
2023-07-01,US,54926,0,456,688,1978,12306,12764,0,0,8563,536,3924,4958,7731
2023-07-02,US,44125,0,362,0,2672,15724,14202,0,0,7722,0,3405,1901,5913
2023-07-03,US,255473,1101,660,290,7678,25064,19208,359207,725,19881,275,18404,8035,7515
2023-07-04,US,64100,948,870,0,3072,18622,13912,298187,1577,9567,0,9570,5851,6053
2023-07-05,US,370377,1930,1524,278,10142,39886,26924,768838,1803,36095,205,25038,12815,8783
2023-07-06,US,410343,1456,1772,552,10784,41654,47618,613662,2267,34538,1682,19650,15397,16540
2023-07-07,US,390849,1920,1402,540,9802,41844,45350,721746,1801,39124,363,21656,11401,12678
2023-07-08,US,83576,3488,456,267,3182,24328,33778,1022442,3417,6249,104,14912,5717,11057
2023-07-09,US,67383,5568,362,299,1960,26560,33568,1446722,6093,6161,205,4459,5915,14154
2023-07-10,US,481938,5990,1320,290,12560,49984,46460,1526512,3363,27145,512,24459,20412,22653
2023-07-11,US,551453,6562,2156,570,15120,56448,36522,1687638,4789,45264,1543,34857,23165,14242
2023-07-12,US,538556,2441,1524,275,12846,54022,57624,635541,1299,29971,81,26189,24444,24900
2023-07-13,US,565868,4353,1772,276,12690,48556,66128,1210670,3659,32682,108,24540,15414,19392
2023-07-14,US,470795,3007,1402,0,11686,43964,49430,799216,1221,30194,0,21133,12089,18332
2023-07-15,US,82576,513,456,532,3800,26516,30390,137027,976,6821,303,7382,4955,17208
2023-07-16,US,66365,4042,362,299,2416,23750,29700,989580,2794,5701,111,3990,3253,9292
2023-07-17,US,514596,5140,1320,291,11514,43380,55068,1273452,3511,33649,107,15389,13559,16864
2023-07-18,US,575508,5116,2156,0,8910,38314,60782,1557310,3982,43598,0,20715,13748,22716
2023-07-19,US,589465,6170,1524,0,14814,52776,61588,1662668,6111,39489,0,32435,21959,26641
2023-07-20,US,585587,5070,1772,277,12570,52320,55402,1328222,4383,42297,138,26576,21144,22362
2023-07-21,US,457557,4552,1402,0,11874,45382,41362,1155696,5030,35052,0,25597,18639,13784
2023-07-22,US,94859,2798,228,264,3214,24844,24218,531968,1178,6019,224,9716,8237,10277
2023-07-23,US,72384,2111,362,0,2710,34404,29280,377645,891,4946,0,3813,5561,9151
2023-07-24,US,495311,5558,1320,0,12972,60600,41304,1181850,2941,34884,0,21104,17340,15775
2023-07-25,US,601554,5722,2156,0,13910,79980,48582,1421658,2051,39454,0,35582,16903,15848
2023-07-26,US,585886,5580,1524,277,13010,80018,41400,1358996,6233,40981,255,37758,23054,23701
2023-07-27,US,574135,5046,1772,0,11690,75584,42720,1196832,4094,35697,0,28061,26532,22098
2023-07-28,US,493466,4292,1402,270,9180,58460,33308,941826,3998,47556,1205,23421,19270,18443
2023-07-29,US,109297,3276,456,263,3038,39562,26434,641264,12736,11830,302,9145,10592,9721
2023-07-30,US,83509,4178,362,299,2142,41922,27736,760892,2742,11283,198,8303,7573,11616
2023-07-31,US,525746,5440,1320,582,10180,61802,57054,1254284,4742,32729,654,29282,18380,18213
2023-08-01,US,613683,5218,1374,566,10762,69822,57694,1383888,4451,50841,471,27839,29879,23936
2023-08-02,US,595562,4988,1294,279,13326,75994,58608,1335402,7705,36212,589,32252,25147,22597
2023-08-03,US,561495,4894,1830,275,12456,74708,61326,1323790,3848,39564,441,26538,28260,26495
2023-08-04,US,542154,4482,1522,271,10834,63304,52526,1127238,2581,36282,755,28986,23226,24428
2023-08-05,US,102724,2820,452,526,3014,38908,34176,594251,2115,15268,209,6806,11341,12977
2023-08-06,US,88360,2806,394,278,2722,46186,36652,598386,4291,6078,925,4619,8736,14722
2023-08-07,US,591036,3378,1212,0,10866,66644,53706,892710,3966,28739,0,30515,24118,26119
2023-08-08,US,640410,3296,1374,0,12596,68534,64950,998236,3733,47761,0,38183,34407,30757
2023-08-09,US,627860,4544,1294,0,11930,69514,68268,1270238,2467,46786,0,27684,23997,34162
2023-08-10,US,594189,4379,1830,283,12726,66828,72604,1050496,4166,48011,83,40575,24606,24446
2023-08-11,US,483403,3058,1522,0,8986,58650,76482,626452,5163,39066,0,29557,26541,25648
2023-08-12,US,96297,2358,452,0,3702,36604,47742,357910,1868,9445,0,8574,8324,12379
2023-08-13,US,67356,2912,394,298,2586,36500,49734,486826,2445,8773,171,9334,4062,8864
2023-08-14,US,561770,4717,1212,291,14994,61416,82890,1045407,13713,40411,212,26530,19556,24304
2023-08-15,US,646156,2956,1374,0,16138,67452,103288,784894,4972,52770,0,43616,26534,26144
2023-08-16,US,664838,3592,1294,0,16520,58720,93094,790094,5078,34467,0,36521,20671,25788
2023-08-17,US,642834,4270,1830,0,15798,49834,73362,952851,6187,47246,0,35172,24911,31702
2023-08-18,US,554475,2846,1522,269,11514,35928,61222,631780,4561,43191,185,28639,12197,21947
2023-08-19,US,90778,2524,226,263,2222,21340,42718,368304,1463,8093,202,9760,7867,9930
2023-08-20,US,66138,4148,394,0,2550,24294,39262,812532,2256,5686,0,3918,5252,10156
2023-08-21,US,613774,5462,1212,290,14194,41320,65082,1297242,3978,59531,343,34307,19094,32607
2023-08-22,US,618485,5130,1374,311,14476,35796,65582,1252110,4517,49241,100,30790,14816,26462
2023-08-23,US,630378,4592,1294,254,16430,35592,76802,985576,6418,49541,222,32183,17282,23576
2023-08-24,US,611350,4852,1830,0,15480,31284,66482,1070182,4228,55204,0,32565,17223,21238
2023-08-25,US,423736,4616,1522,0,12300,25466,53960,972452,4044,30311,0,24233,9371,19623
2023-08-26,US,99256,2637,452,240,3110,16280,36328,388700,3130,7702,321,7592,5229,6563
2023-08-27,US,75082,4090,394,0,2866,15736,34742,625132,2397,5628,0,7829,4081,6139
2023-08-28,US,568925,5908,1212,259,17166,27874,50532,1132558,3901,34204,200,26363,18446,27190
2023-08-29,US,625311,4880,1374,255,19594,23964,57794,1126722,2610,50694,172,30017,13815,19719
2023-08-30,US,620316,4500,1294,0,18770,23880,44730,1047408,5604,36776,0,37080,10051,15496
2023-08-31,US,605369,1672,1830,0,14646,23782,50618,351706,1337,54492,0,27277,14461,28415
2023-09-01,US,476358,6686,1516,0,9972,22228,36264,1595356,6430,36552,0,27503,9001,18219
2023-09-02,US,90827,5122,458,0,2506,16802,26014,962202,2853,8558,0,9984,5688,12030
2023-09-03,US,75270,8204,372,0,2380,18528,27636,1551266,4505,9803,0,8581,6833,12399
2023-09-04,US,116443,11356,2036,514,5252,22176,30312,2159268,4384,19875,532,12702,8820,13578
2023-09-05,US,601189,11790,1682,0,16772,40342,56994,2675656,6191,53940,0,25604,13934,20260
2023-09-06,US,550494,7338,1412,0,15950,47876,62254,1772806,4378,46282,0,21188,19017,20626
2023-09-07,US,615264,7152,1750,492,15522,43820,46026,1541166,2003,51090,353,38522,35587,22035
2023-09-08,US,509132,6748,1516,240,11932,37880,39018,1447596,5004,50050,94,21089,17154,17711
2023-02-03,US,565188,4020,1404,270,15988,34798,46342,1197370,5343,49663,700,33299,17915,20273
2023-02-04,US,122084,2239,350,544,4068,22322,33348,569919,3314,8067,750,9512,11201,17334
2023-02-05,US,75720,1501,252,299,3438,23200,31528,407371,681,5495,104,7848,5649,12443
2023-02-06,US,542301,6376,2250,285,16116,36416,57866,1721682,2503,38793,738,26086,16985,27838
2023-02-07,US,591521,4676,1380,279,18190,33460,82634,1169902,3580,50891,131,37568,21514,28454
2023-02-08,US,557151,4596,1890,548,16146,34370,142592,1095910,3380,28490,361,42967,16035,29868
2023-02-09,US,657978,4348,1678,0,13506,35190,99028,1101864,6140,28775,0,35888,14938,35842
2023-02-10,US,537699,5482,1404,0,12826,29042,68006,1326358,3512,41778,0,26608,14078,22863
2023-02-11,US,115581,1147,350,276,3362,15788,42694,249062,1839,14539,189,11689,5690,15667
2023-02-12,US,97947,2842,252,604,2370,14276,34674,572982,1716,10148,278,6142,7580,14850
2023-02-13,US,523982,7692,2250,572,11852,33468,72048,1811306,4747,28304,645,30399,15417,24147
2023-02-14,US,633293,4711,1380,560,14394,39388,70476,1104192,5565,53126,340,38424,15762,31098
2023-02-15,US,645592,5296,1890,272,16484,40902,86288,1235248,7267,34878,708,39100,28179,31914
2023-02-16,US,620521,7002,1678,544,17334,38322,72512,1677074,4720,33979,435,33858,17022,30486
2023-02-17,US,562017,4252,1404,274,13926,33740,78854,1025286,3320,43840,251,21972,13473,19138
2023-02-18,US,134642,3830,350,275,3320,21478,45574,874470,3525,9526,480,7716,9257,17875
2023-02-19,US,108554,4236,252,302,2664,19774,42478,923942,1103,9486,96,8206,5960,14885
2023-02-20,US,511537,8376,2250,0,13664,42258,101584,1850094,3772,35485,0,31279,17676,21057
2023-02-21,US,615360,8872,1380,279,15816,45684,74678,2042674,3244,38696,328,26212,35817,38144
2023-02-22,US,655676,6776,1890,546,15984,46580,80468,1612016,5303,51802,607,41366,14310,43199
2023-02-23,US,618315,6048,1678,544,18182,42402,76890,1402654,8262,37733,564,34270,19268,27411
2023-02-24,US,547478,6232,1404,275,14550,44826,78194,1465406,6496,32129,289,22332,14803,23943
2023-02-25,US,116436,4466,350,0,2962,24920,62698,1000286,2561,10381,0,14243,10773,15612
2023-02-26,US,102689,5680,252,301,2812,22842,43620,1253408,4254,7694,157,12999,7115,15439
2023-02-27,US,613782,8690,2250,288,45578,42806,87766,1963444,6430,44057,297,35103,14525,28627
2023-02-28,US,663945,9288,1380,562,21180,55050,87122,2304108,14458,32612,398,39206,20374,34923
2023-03-01,US,626953,7380,1568,548,22290,63852,122516,1868040,6097,42231,846,34432,24970,22426
2023-03-02,US,617541,7372,1590,272,21642,75948,89350,1859268,4278,34011,186,25836,19012,30830
2023-03-03,US,538408,6402,1494,0,16268,64790,73134,1648072,2857,45359,0,26116,19809,24875
2023-03-04,US,123914,3363,334,273,4198,37532,37780,795036,3251,10773,542,17249,8852,13154
2023-03-05,US,92819,3767,252,0,3652,39912,32988,936611,4668,7861,0,11630,6727,12592
2023-03-06,US,617700,8282,1540,578,41232,77108,64922,2033346,3393,34729,327,31659,21057,22892
2023-03-07,US,581297,9184,1262,0,17466,79616,70354,2295334,3476,34091,0,40428,17270,26812
2023-03-08,US,657287,7404,1568,0,33872,84976,57816,1882994,3858,36266,0,35653,26892,25776
2023-03-09,US,619619,7114,1590,0,16708,77350,54392,1855418,3831,35070,0,27781,23100,21767
2023-03-10,US,534487,6508,1494,546,18030,66102,66654,1625162,5614,26279,391,38682,14055,21833
2022-08-06,US,89619,502,414,458,4062,12866,8328,153364,849,9704,417,6304,3522,8571
2022-08-07,US,60859,257,318,1022,5002,6860,9862,105397,307,6489,1038,5404,3904,6092
2022-08-08,US,484180,3062,2022,500,17622,26184,16598,1258981,1872,39933,379,30308,8130,15867
2022-08-09,US,535438,3406,1874,970,20064,26516,16174,1050862,3314,41311,797,29942,7597,11382
2022-08-10,US,554429,2632,2194,942,17108,29620,22698,1037466,2385,43610,221,38121,11431,17432
2022-08-11,US,499463,3100,1732,938,13284,29006,19466,1127128,2528,25164,442,26809,12981,12929
2022-08-12,US,459470,2718,1748,465,14788,20798,18058,1423358,2055,44676,193,20017,8879,14860
2022-08-13,US,67903,1240,414,458,4856,10844,21796,566955,964,9018,805,7010,3270,4143
2022-08-14,US,43809,1672,318,509,4586,11100,17202,797977,695,3272,385,5008,3729,4078
2022-08-15,US,525285,4508,2022,0,15114,25048,26764,2427264,7999,42143,0,32381,9529,8615
2022-08-16,US,540849,2441,1874,452,16586,21942,8534,1069583,1886,38832,116,29468,9964,8893
2022-08-17,US,644450,3180,2194,0,16270,25694,11432,1428756,1968,61592,0,42989,6657,13637
2022-08-18,US,590050,3492,1732,474,21012,20368,22664,1854650,2969,37841,225,26512,11518,9842
2022-08-19,US,518759,3448,1748,474,22650,16564,22296,1474942,1643,32080,108,28870,5985,14140
2022-08-20,US,94571,1811,414,0,4476,8344,8900,1054071,684,7110,0,6153,1853,6759
2022-08-21,US,77663,3494,318,1000,5686,9234,7760,2501850,2690,5840,600,8716,3943,4552
2022-08-22,US,523203,5832,2022,996,12960,20184,11194,3781198,2452,45227,379,21105,9138,12484
2022-08-23,US,581798,4498,1874,486,16496,18752,18970,3471480,3633,45407,425,28892,7952,15230
2022-08-24,US,574257,3327,2194,946,15744,20448,16428,5039992,4619,40786,800,28095,6990,17285
2022-08-25,US,611401,2848,1732,472,18132,20450,12836,2409598,4753,55927,158,34931,9742,10243
2022-08-26,US,463033,2257,1748,469,20524,16788,9240,3271912,2783,32965,196,21747,6144,12090
2022-08-27,US,90221,1503,414,462,4218,9592,7178,2346027,3583,8355,937,7607,3655,7538
2022-08-28,US,72341,2683,318,506,4218,9656,7212,3343950,684,5070,523,8074,2709,4360
2022-08-29,US,526643,4194,2022,0,1722,32320,860,2650944,2428,33043,0,26240,9668,14090
2022-08-30,US,593178,4696,1874,483,2352,34286,636,2800530,4356,33553,177,22884,6897,12983
2022-08-31,US,607903,3588,2194,0,2092,35242,754,1836832,3800,49500,0,37875,11144,15578
2022-09-01,US,632159,3584,1238,942,1822,29998,764,1748982,2415,24981,387,28893,6657,12615
2022-09-02,US,517025,3378,1162,930,1838,26210,614,1607412,2091,31526,570,15242,8769,12315
2022-09-03,US,78872,2180,282,459,950,12758,788,1403100,3640,5448,285,3810,2467,5390
2022-09-04,US,65698,2596,224,0,698,13636,798,1769265,1139,1839,0,8710,4137,4605
2022-09-05,US,112925,5346,982,998,824,18020,1414,4656844,3401,19551,378,10359,6846,8275
2022-09-06,US,674870,5788,1394,970,14224,22724,12408,3728486,9063,61242,668,40750,13746,11000
2022-09-07,US,691956,3636,1580,0,12194,24384,8044,1753440,4252,57287,0,33936,12864,13176
2022-09-08,US,676037,4036,1238,862,12188,30352,9384,2334082,3036,44421,414,35507,11535,15119
2022-09-09,US,596211,3636,1162,0,10576,19540,6434,2747504,4715,62354,0,32514,8974,16151
2022-09-10,US,92988,594,282,485,3104,9346,6244,152102,184,10427,205,8054,5314,8618
2024-11-16,US,145996,3086,1174,17910,3876,34368,34060,337496,2176,24228,2646,10660,9713,5763
2024-11-17,US,113067,1507,796,19340,3600,33208,33570,199517,862,15715,4245,2902,10043,10003
2024-11-18,US,619650,5000,2366,19218,12866,81432,65440,743980,797,51798,4502,26607,29218,25750
2024-11-19,US,773511,3746,2456,19032,12756,80966,76940,604804,2614,64909,2590,21286,34616,19358
2024-11-20,US,721368,2504,2592,18150,14896,81486,82438,380020,2614,67091,5867,28502,33225,27029
2024-11-21,US,688497,5016,1900,20568,13846,74834,81904,761738,3064,75865,3593,22306,35725,23515
2024-11-22,US,599887,2370,2258,19844,11668,62602,78262,321260,2068,57830,3137,22208,38594,27778
2024-11-23,US,212535,2464,1088,20067,4586,32448,52784,189780,629,20504,2749,5153,15661,12741
2024-11-24,US,83416,2314,892,22226,3214,27620,45880,178030,778,7535,4637,8986,8920,11788
2024-11-25,US,634623,6004,2664,26522,12794,64070,75310,999832,5142,70711,3670,19849,23806,15315
2024-11-26,US,629893,2956,2744,29014,11036,57320,79002,464640,2198,73522,4788,20569,31738,24587
2024-11-27,US,606096,3563,2940,28986,8500,45606,67504,563484,4568,65744,10024,18306,22917,22815
2024-11-28,US,111512,2720,3478,29530,2236,19890,30786,194094,449,26572,4089,4888,15799,8817
2024-11-29,US,373228,4938,2418,27976,5658,33832,51244,479223,4642,72325,5214,9795,16943,17006
2024-11-30,US,132945,3150,726,26206,3042,27214,47580,275646,1800,29699,5588,7117,12295,13325
2024-12-01,US,104784,1426,952,30232,3002,35372,55922,121941,776,21254,4213,5664,9430,9494
2024-12-02,US,671988,4303,2826,30098,15178,90388,111080,619013,2779,81718,5392,29442,43998,25689
2024-12-03,US,761398,4871,2964,27246,12876,86268,121458,826750,5537,94673,2952,32128,42330,34650
2024-12-04,US,675888,4201,2790,25704,12690,86780,113200,764669,5086,79950,6417,18488,45030,30782
2024-12-05,US,666904,2902,5674,25972,11904,96552,109938,560069,3556,76357,4872,27954,49971,34058
2024-12-06,US,508886,4612,2562,26216,9470,69252,97142,785452,3346,47305,3642,17201,29037,24827
2024-12-07,US,126044,2662,766,22515,3036,35728,55282,280054,2449,23483,4037,8600,17409,12916
2024-12-08,US,78713,3058,778,27225,3618,29858,54152,351172,1386,14824,7134,3788,7162,9551
2024-12-09,US,475571,5786,2314,26628,9378,50934,66530,1157330,3846,45559,8051,20232,24215,22563
2024-12-10,US,487085,5174,2426,7036,9364,39198,33896,1296370,2982,58476,3495,21413,25105,16160
2024-12-11,US,526226,2095,2284,6998,8634,37936,34022,378949,1919,66556,1237,23729,27525,18657
2024-12-12,US,444046,3272,4644,6556,8274,34204,30614,656584,1615,50273,1762,23636,22478,9417
2024-12-13,US,333315,1972,2098,6232,6772,30200,17134,315534,1819,48582,1014,17373,22798,16082
2024-12-14,US,74288,2808,626,2542,2678,16452,15618,292328,2274,15063,1761,7185,5711,6332
2024-12-15,US,18638,0,720,6356,4762,20792,14952,0,0,1663,1068,2637,982,3249
2024-12-16,US,338273,1152,2138,2795,7876,36472,17138,237919,155,34805,122,6467,6710,2575
2024-12-17,US,328116,4146,2242,5376,7680,32028,17594,957504,2198,47422,1774,13525,17780,6792
2024-12-18,US,329771,1571,2110,4926,7028,30176,17226,391712,1715,36830,2288,17200,23484,12608
2024-12-19,US,296106,3066,4290,3394,6768,26654,14982,682470,1517,36735,1335,17393,19007,11410
2024-12-20,US,216174,1416,1938,1726,7192,22508,12564,273707,368,43642,285,13283,20151,9229
2024-12-21,US,44690,907,578,1550,1924,9318,10996,123683,175,10428,1944,2343,5760,4730
2022-10-17,US,660458,9236,1332,1002,16252,31238,52454,4226376,3170,47995,271,28313,11686,20621
2022-10-18,US,761652,7562,1344,968,15632,31940,57974,3529736,4934,56243,467,31739,12897,16994
2022-10-19,US,761900,4914,1576,948,16978,32242,59574,2837486,4553,62264,214,33391,18615,31671
2022-10-20,US,748126,5470,1314,470,23852,39562,55082,2447590,2456,58531,530,29596,15038,18758
2022-10-21,US,688584,5460,1440,465,11334,30432,41048,2709194,2221,56102,200,27916,12573,18251
2022-10-22,US,114868,2328,360,936,3028,18006,28456,1887659,1857,7118,229,8017,6445,6990
2022-10-23,US,84465,4496,220,513,2608,17450,28132,2410134,1132,4378,160,4192,5923,6519
2022-10-24,US,738747,10280,1332,499,23804,36992,64356,5075536,2883,34682,580,36374,9561,16894
2022-10-25,US,746640,6723,1344,483,14044,33022,68790,2527282,2792,32351,91,29911,14917,26079
2022-10-26,US,724618,6448,1576,950,13492,33638,66480,2764648,3163,51671,329,25425,14540,22824
2022-10-27,US,808916,5533,1314,0,24684,35138,64644,2444365,4820,57899,0,29792,12880,25373
2022-10-28,US,654142,7816,1440,465,10302,27774,47436,2924520,4517,56333,91,23785,9152,21999
2022-10-29,US,112980,4384,360,458,3884,16238,30370,1826836,2660,10755,142,9351,4460,11066
2022-10-30,US,91593,6102,110,498,5166,15016,32708,2931468,2174,6656,201,6192,6363,8209
2022-10-31,US,657494,11466,306,1006,14102,32698,56928,5154764,3459,47338,282,28188,12973,22909
2022-11-01,US,793549,10252,1514,964,15702,35526,70466,3889062,7729,72234,654,46073,13909,32269
2022-11-02,US,596144,7322,1324,473,22954,45328,71212,2521342,4131,55373,176,28416,12830,12619
2022-11-03,US,771945,7001,1262,0,14742,44430,58952,1899424,4880,50776,0,30506,11406,13419
2022-11-04,US,862184,7082,1078,463,13506,34502,47466,2012762,3502,69450,142,32395,15815,23349
2022-11-05,US,178609,4154,458,472,4000,21080,35790,1077232,2469,16964,104,12565,5359,11009
2022-11-06,US,105625,5446,358,0,4134,22046,35008,1735282,3354,11354,0,13930,7241,8484
2022-11-07,US,769307,8898,1200,497,18818,38996,65050,2666279,6682,50747,377,36870,20039,23427
2022-11-08,US,774084,10848,1514,479,16986,39200,65580,2857482,5234,48764,368,35139,17178,29950
2022-11-09,US,798278,7130,1324,932,20770,37316,60308,2154670,3787,43306,735,36369,17706,32053
2022-11-10,US,741180,8530,1262,934,16600,38470,62150,3383432,2567,40972,400,30042,9332,25893
2022-11-11,US,592384,9148,1078,934,13814,40704,72550,3403866,5409,37555,478,33534,18644,14740
2022-11-12,US,134235,5282,458,467,4738,22890,47366,2087350,1490,6196,142,9685,6130,15724
2022-11-13,US,117085,4986,358,0,3912,21498,33750,1720035,1767,4767,0,11172,9377,16365
2022-11-14,US,794616,10115,1200,0,17624,43784,62940,4181094,5507,39637,0,36858,14942,31683
2022-11-15,US,806152,11322,1514,482,15466,48350,75814,2708396,4900,48947,436,28990,24345,38663
2022-11-16,US,314956,4207,1324,0,19450,52530,84698,1052403,646,19393,0,16933,10934,10781
2022-11-17,US,1196056,8712,1262,0,16274,49464,87170,2150302,8409,62138,0,55610,29173,36205
2022-11-18,US,654722,8312,1078,932,13018,37282,54360,3532672,7198,49439,864,38214,16674,31259
2022-11-19,US,129307,4720,458,467,3234,19204,39916,1942722,1943,12563,149,14584,7855,9676
2022-11-20,US,91980,5918,358,0,2646,19002,36520,2726043,2230,10436,0,6157,4961,12050
2022-11-21,US,617005,15704,1200,0,14126,41000,77346,6822344,5344,36066,0,26994,7753,23999
2023-10-15,US,111115,3620,354,0,3328,22214,19072,721826,4357,27811,0,5228,6899,6035
2023-10-16,US,751061,7380,1190,0,14532,52916,29086,1794904,3268,73626,0,23015,18580,19294
2023-10-17,US,812069,5634,1268,0,16228,48146,33330,1432792,11518,86345,0,27383,25978,16858
2023-10-18,US,925113,4328,1356,0,13866,55992,32274,1085070,6827,99931,0,26973,27022,17468
2023-10-19,US,732500,6292,2046,0,11288,44892,29166,1507448,7281,95854,0,25294,16787,16512
2023-10-20,US,625741,6056,1954,0,10224,39386,27006,1412182,4734,78208,0,26544,14719,19474
2023-10-21,US,117868,3003,468,0,2610,23452,14206,598822,3395,14718,0,6861,6199,7542
2023-10-22,US,91933,3244,354,0,2122,23230,15184,590902,1271,10352,0,6559,6040,4084
2023-10-23,US,697681,7014,1190,0,10892,41230,32052,1713436,4918,78701,0,19590,16503,20048
2023-10-24,US,915837,7174,1268,0,12520,49090,40094,1716758,9044,68111,0,27273,17700,23631
2023-10-25,US,910040,7828,1356,0,11974,49492,37664,1702700,7218,84549,0,25136,18885,15610
2023-10-26,US,813883,7430,2046,0,11042,39366,37506,1628250,3828,70815,0,17265,18682,19087
2023-10-27,US,666699,6828,1954,0,8676,31208,28060,1417452,5663,70432,0,14948,15317,11782
2023-10-28,US,110213,2856,468,0,1680,20102,15858,518562,3138,15539,531,7188,5996,4361
2023-10-29,US,108634,4505,354,0,1816,19816,18550,657756,3910,23719,0,4494,6906,8837
2023-10-30,US,705584,8812,1190,0,10240,37850,22094,1961958,7016,63600,0,22244,20427,13664
2023-10-31,US,762319,8726,726,0,8232,33270,34628,1942240,7868,89506,0,22195,7704,18116
2023-11-01,US,749177,9492,1518,0,9050,49820,43166,1940316,5295,125203,0,26525,19525,17850
2023-11-02,US,746551,10148,1746,0,8768,53510,44110,1927968,5972,80839,0,27528,24271,21809
2023-11-03,US,536065,8934,1322,0,11224,41102,40878,1510788,4604,62233,0,21270,20913,21083
2023-11-04,US,107980,5494,654,0,6632,27994,24868,785146,2576,15812,0,7675,2544,8344
2023-11-05,US,88905,4860,470,0,9460,38690,22382,721958,3042,12543,0,6031,7329,6019
2023-11-06,US,690341,9546,1386,0,18104,61992,37898,1939692,7868,61436,0,31915,16239,10856
2023-11-07,US,756655,9708,1432,0,22702,61468,41792,1914970,8242,72425,0,23475,17659,18483
2023-11-08,US,826502,9754,1518,0,33014,68756,42628,1929706,5195,61992,0,33928,21705,24218
2023-11-09,US,774076,9868,1746,0,31092,71540,38974,1767956,6038,65007,0,34318,18352,24163
2023-11-10,US,685081,6907,1322,0,28868,71794,36300,1034971,3907,65419,0,27623,17215,15344
2023-11-11,US,141050,5088,654,0,21422,54106,24824,617736,3893,17936,0,9365,7660,9920
2023-11-12,US,98263,4132,470,215,21210,50738,24112,542321,1225,10431,165,3636,7622,10063
2023-11-13,US,724788,5952,1386,0,27674,68700,52474,1216347,3636,56777,0,33583,21378,22416
2023-11-14,US,724262,9246,1432,0,20096,64932,54512,1800322,5158,78875,0,26446,22465,21127
2023-11-15,US,756081,7907,1518,0,18880,67104,51810,1434076,5797,68074,0,33408,17865,17472
2023-11-16,US,575101,7238,1746,0,21018,52014,47810,1433387,1030,62049,0,21881,13371,10369
2023-11-17,US,754626,10658,1322,0,18092,51690,35928,1864724,8043,85268,0,26474,32268,28320
2023-11-18,US,150436,7048,654,0,7084,25080,22956,961962,4946,38922,0,18401,7084,9964
2023-11-19,US,102205,5894,470,0,5908,22340,24794,750916,3072,20800,0,5874,8207,8824
2024-04-13,US,97236,3173,424,1910,6112,25256,17640,426440,758,8650,1568,9305,6754,8444
2024-04-14,US,80750,2107,362,2818,6918,22102,17966,341379,461,9338,1037,7936,8416,2669
2024-04-15,US,535995,5620,1356,2709,24908,49730,33618,1180260,4030,44804,760,20034,20773,16224
2024-04-16,US,687254,4218,1872,3245,22990,53816,35038,841957,3439,56105,2275,24463,23658,9673
2024-04-17,US,608101,4230,1330,1906,15216,49364,34838,751792,2557,66120,2439,44145,17435,12712
2024-04-18,US,612098,4700,1882,2838,14818,46358,33956,808429,5555,67953,1242,19555,17114,15049
2024-04-19,US,499750,4223,1174,1905,10422,37068,29544,653439,3270,30198,1113,15053,15486,12053
2024-04-20,US,84570,1558,424,1933,3934,21028,16814,183459,1687,9035,650,7711,12192,6218
2024-04-21,US,63864,3208,362,3082,3684,20336,20374,361136,1675,7118,1302,3829,7231,4730
2024-04-22,US,528374,4486,1356,2638,13504,39960,34124,728420,2664,42052,2748,15234,27974,17347
2024-04-23,US,640467,2533,1872,646,14570,42472,36964,549062,3495,46824,208,23682,19011,8103
2024-04-24,US,687245,3754,1330,1505,14328,39934,35424,887594,3116,61107,1101,31156,24419,16516
2024-04-25,US,617164,4728,1882,3520,15746,38602,33516,1130917,2367,54639,1638,24820,18299,12793
2024-04-26,US,527616,5468,1174,1954,12010,31362,26658,1192214,4396,50048,1457,15422,22232,13874
2024-04-27,US,125607,2982,424,3257,3644,17844,18344,523178,1355,22692,2468,6615,8529,7913
2024-04-28,US,87754,1247,362,3080,3750,15810,18790,178167,725,6971,1443,4059,6249,4266
2024-04-29,US,522817,5083,1356,2724,15098,39214,33840,904223,2369,63634,1263,15409,21601,24750
2024-04-30,US,707862,4012,1872,1987,16242,42340,48436,835894,3593,60369,1527,28597,21214,19070
2024-05-01,US,596150,4526,1414,1975,15850,45440,48526,866560,2576,58188,1042,17640,14869,15354
2024-05-02,US,635043,5504,1736,1041,14276,41118,40274,1012540,4036,56687,518,24703,22879,13243
2024-05-03,US,570909,4898,1256,1132,11486,37370,33516,905776,4929,73820,255,29516,19604,8918
